#timestamp x y z q_x q_y q_z q_w
1711868943.625622 0.000139577507461 -0.001136734631869 -0.000530577955544 -0.000028744366562 0.000031638172710 -0.000085486731149 0.999999995432405
1711868943.724592 -0.000087714115218 -0.000707071427797 -0.000667590011750 -0.000036859884546 -0.000010451146138 -0.000066962997477 0.999999997024042
1711868943.824593 0.000057350513027 0.000005114871993 -0.000725282111658 -0.000038600408112 -0.000006169920177 -0.000145762348935 0.999999988612641
1711868943.924943 0.000142194373368 0.001131541147810 -0.000437162749050 -0.000019344968427 0.000015328711423 -0.000082981009616 0.999999996252480
1711868944.024570 0.000913537610775 -0.000030670177060 -0.000375599983902 -0.000007158805050 -0.000024671164940 -0.000117932952017 0.999999992715954
1711868944.124744 0.000597881412694 0.000637583131674 -0.000783854599319 -0.000029991144145 -0.000032136726170 -0.000124613837811 0.999999991269579
1711868944.234337 0.000257615276808 0.000749936704013 -0.000671638098162 -0.000038335106723 -0.000052304574893 -0.000064764927470 0.999999995800080
1711868944.323707 0.000350663376673 0.001092996781111 -0.000384762093547 -0.000017041295838 -0.000001604066584 -0.000080425626434 0.999999996619372
1711868944.423985 0.000460967796591 -0.000230541770122 -0.000502907658433 -0.000008486781051 0.000002767724795 -0.000042532773908 0.999999999055641
1711868944.530016 0.000868629338221 -0.000175232118611 -0.000500234289641 -0.000035536089640 -0.000011295441243 -0.000067451018262 0.999999997029982
1711868944.630253 0.001055542346586 0.000948129071479 -0.000099064949557 -0.000029328160636 0.000019992514746 -0.000077296497911 0.999999996382707
1711868944.731572 0.001025681474861 0.000693328402662 -0.000143574934898 -0.000015245941141 -0.000048816230479 -0.000082857131646 0.999999995259619
1711868944.831750 -0.000131447133222 0.000988894949581 -0.000503498521255 -0.000005932625814 -0.000041356331896 -0.000110617429750 0.999999993009123
1711868944.930861 0.000224441912693 -0.000056162140459 -0.000557593032816 -0.000019971150898 -0.000006888877526 -0.000103281120763 0.999999994443356
1711868945.030109 0.000398801428927 -0.000328407118123 -0.000432226529024 -0.000022965735171 -0.000002682246796 -0.000088536912054 0.999999995813301
1711868945.129417 -0.000055869583866 -0.000562281410685 -0.000290940695035 -0.000029929526160 -0.000011890879785 -0.000035847396769 0.999999998838901
1711868945.230511 -0.000193760843493 -0.000123405976376 -0.000033563200146 -0.000013220808429 -0.000019803529757 -0.000042169355534 0.999999998827391
1711868945.327634 0.000060085804668 0.000169684689227 -0.000213244469454 -0.000021310677652 0.000018656481247 -0.000015284278062 0.999999999482094
